pitch_id,match_id,inning,top_bottom,pitch_type,velocity,result,total_pitch_count,batter_pitch_count,ball_count,strike_count,out_count,coordinate_x,coordinate_y
2025_03_28_1_5,2025_03_28_1_5_9_1_8_2,9,1,チェンジアップ,132,右飛,28,2,0,1,2,153,50
2025_03_28_1_5,2025_03_28_1_5_9_1_9_1,9,1,ストレート,145,ボール,29,1,1,0,3,118,124
2025_03_28_1_5,2025_03_28_1_5_9_1_9_2,9,1,ストレート,144,ボール,30,2,2,0,3,16,45
2025_03_28_1_5,2025_03_28_1_5_9_1_9_3,9,1,ストレート,144,三ゴロ,31,3,2,0,3,67,58
2025_03_28_3_6,2025_03_28_3_6_1_0_1_1,1,0,ストレート,-,ボール,1,1,1,0,1,96,124
2025_03_28_3_6,2025_03_28_3_6_1_0_1_2,1,0,ストレート,-,ボール,2,2,2,0,1,20,104
2025_03_28_3_6,2025_03_28_3_6_1_0_1_3,1,0,ストレート,-,見逃し,3,3,2,1,1,101,116
2025_03_28_3_6,2025_03_28_3_6_1_0_1_4,1,0,ストレート,144,ファウル,4,4,2,2,1,79,118
2025_03_28_3_6,2025_03_28_3_6_1_0_1_5,1,0,ストレート,143,二ゴロ,5,5,2,2,1,50,37
2025_03_28_3_6,2025_03_28_3_6_1_0_2_1,1,0,ストレート,144,ボール,6,1,1,0,2,36,10
2025_03_28_3_6,2025_03_28_3_6_1_0_2_2,1,0,ストレート,143,空振り,7,2,1,1,2,71,40
2025_03_28_3_6,2025_03_28_3_6_1_0_2_3,1,0,カットボール,136,ファウル,8,3,1,2,2,44,109
2025_03_28_3_6,2025_03_28_3_6_1_0_2_4,1,0,ストレート,146,ファウル,9,4,1,2,2,127,18
2025_03_28_3_6,2025_03_28_3_6_1_0_2_5,1,0,スライダー,128,一邪飛,10,5,1,2,2,76,88
2025_03_28_3_6,2025_03_28_3_6_1_0_3_1,1,0,ストレート,144,ボール,11,1,1,0,2,19,12
2025_03_28_3_6,2025_03_28_3_6_1_0_3_2,1,0,カットボール,134,ボール,12,2,2,0,2,19,105
2025_03_28_3_6,2025_03_28_3_6_1_0_3_3,1,0,カットボール,134,ファウル,13,3,2,1,2,24,72
2025_03_28_3_6,2025_03_28_3_6_1_0_3_4,1,0,ストレート,143,空振り,14,4,2,2,2,34,82
2025_03_28_3_6,2025_03_28_3_6_1_0_3_5,1,0,チェンジアップ,118,左安,15,5,2,2,2,122,28
2025_03_28_3_6,2025_03_28_3_6_1_0_4_1,1,0,ストレート,145,見逃し,16,1,0,1,3,112,110
2025_03_28_3_6,2025_03_28_3_6_1_0_4_2,1,0,ストレート,144,ボール,17,2,1,1,3,116,119
2025_03_28_3_6,2025_03_28_3_6_1_0_4_3,1,0,カットボール,136,左飛,18,3,1,1,3,107,89
2025_03_28_3_6,2025_03_28_3_6_1_1_1_1,1,1,ストレート,152,空振り,1,1,0,1,1,27,120
2025_03_28_3_6,2025_03_28_3_6_1_1_1_2,1,1,ストレート,153,空振り,2,2,0,2,1,50,120
2025_03_28_3_6,2025_03_28_3_6_1_1_1_3,1,1,ストレート,153,ボール,3,3,1,2,1,102,119
2025_03_28_3_6,2025_03_28_3_6_1_1_1_4,1,1,スプリット,144,ファウル,4,4,1,2,1,162,47
2025_03_28_3_6,2025_03_28_3_6_1_1_1_5,1,1,ストレート,153,三邪飛,5,5,1,2,1,20,100
2025_03_28_3_6,2025_03_28_3_6_1_1_2_1,1,1,スプリット,140,見逃し,6,1,0,1,1,135,40
2025_03_28_3_6,2025_03_28_3_6_1_1_2_2,1,1,ストレート,153,ファウル,7,2,0,2,1,56,85
2025_03_28_3_6,2025_03_28_3_6_1_1_2_3,1,1,スプリット,145,ファウル,8,3,0,2,1,136,15
2025_03_28_3_6,2025_03_28_3_6_1_1_2_4,1,1,スプリット,142,左安,9,4,0,2,1,100,32
2025_03_28_3_6,2025_03_28_3_6_1_1_3_1,1,1,ストレート,152,見逃し,10,1,0,1,2,102,105
2025_03_28_3_6,2025_03_28_3_6_1_1_3_2,1,1,ストレート,152,ボール,11,2,1,1,2,100,120
2025_03_28_3_6,2025_03_28_3_6_1_1_3_3,1,1,ストレート,151,ボール,12,3,2,1,2,60,120
2025_03_28_3_6,2025_03_28_3_6_1_1_3_4,1,1,ストレート,151,ファウル,13,4,2,2,2,34,72
2025_03_28_3_6,2025_03_28_3_6_1_1_3_5,1,1,ストレート,152,中飛,14,5,2,2,2,54,97
2025_03_28_3_6,2025_03_28_3_6_1_1_4_1,1,1,カットボール,141,ボール,15,1,1,0,3,149,68
2025_03_28_3_6,2025_03_28_3_6_1_1_4_2,1,1,ストレート,153,右２,16,2,1,0,3,113,50
2025_03_28_3_6,2025_03_28_3_6_2_0_1_1,2,0,カットボール,133,見逃し,19,1,0,1,1,53,103
2025_03_28_3_6,2025_03_28_3_6_2_0_1_2,2,0,チェンジアップ,126,ボール,20,2,1,1,1,100,18
2025_03_28_3_6,2025_03_28_3_6_2_0_1_3,2,0,チェンジアップ,127,二ゴロ,21,3,1,1,1,89,49
2025_03_28_3_6,2025_03_28_3_6_2_0_2_1,2,0,ストレート,143,ボール,22,1,1,0,2,60,13
2025_03_28_3_6,2025_03_28_3_6_2_0_2_2,2,0,ストレート,142,見逃し,23,2,1,1,2,86,27
2025_03_28_3_6,2025_03_28_3_6_2_0_2_3,2,0,ストレート,144,ファウル,24,3,1,2,2,53,38
2025_03_28_3_6,2025_03_28_3_6_2_0_2_4,2,0,ツーシーム,130,空三振,25,4,1,2,2,48,36
2025_03_28_3_6,2025_03_28_3_6_2_0_3_1,2,0,スライダー,126,見逃し,26,1,0,1,3,87,105
2025_03_28_3_6,2025_03_28_3_6_2_0_3_2,2,0,スライダー,123,空振り,27,2,0,2,3,170,120
2025_03_28_3_6,2025_03_28_3_6_2_0_3_3,2,0,スライダー,126,ファウル,28,3,0,2,3,88,119
2025_03_28_3_6,2025_03_28_3_6_2_0_3_4,2,0,ストレート,146,ボール,29,4,1,2,3,121,119
2025_03_28_3_6,2025_03_28_3_6_2_0_3_5,2,0,スライダー,127,二ゴロ,30,5,1,2,3,148,113
2025_03_28_3_6,2025_03_28_3_6_2_1_1_1,2,1,ストレート,151,見逃し,17,1,0,1,0,110,34
2025_03_28_3_6,2025_03_28_3_6_2_1_1_2,2,1,カーブ,128,ボール,18,2,1,1,0,25,52
2025_03_28_3_6,2025_03_28_3_6_2_1_1_3,2,1,スプリット,144,左安,19,3,1,1,0,91,102
2025_03_28_3_6,2025_03_28_3_6_2_1_2_1,2,1,ストレート,151,見逃し,20,1,0,1,0,112,35
2025_03_28_3_6,2025_03_28_3_6_2_1_2_2,2,1,ストレート,150,ボール,21,2,1,1,0,90,18
2025_03_28_3_6,2025_03_28_3_6_2_1_2_3,2,1,ストレート,151,空振り,22,3,1,2,0,100,48
2025_03_28_3_6,2025_03_28_3_6_2_1_2_4,2,1,スプリット,142,死球,23,4,1,2,0,54,138
2025_03_28_3_6,2025_03_28_3_6_2_1_3_1,2,1,カーブ,126,空振り,24,1,0,1,2,167,70
2025_03_28_3_6,2025_03_28_3_6_2_1_3_2,2,1,スプリット,143,ボール,25,2,1,1,2,155,42
2025_03_28_3_6,2025_03_28_3_6_2_1_3_3,2,1,スプリット,143,遊併打,26,3,1,1,2,150,54
