pitch_id,match_id,inning,top_bottom,pitch_type,velocity,result,total_pitch_count,batter_pitch_count,ball_count,strike_count,out_count,coordinate_x,coordinate_y
2025_03_28_10_11,2025_03_28_10_11_4_1_3_3,4,1,チェンジアップ,132,中飛,42,3,2,0,2,140,55
2025_03_28_10_11,2025_03_28_10_11_4_1_4_1,4,1,チェンジアップ,130,ボール,43,1,1,0,2,47,12
2025_03_28_10_11,2025_03_28_10_11_4_1_4_2,4,1,カットボール,137,空振り,44,2,1,1,2,116,38
2025_03_28_10_11,2025_03_28_10_11_4_1_4_3,4,1,チェンジアップ,132,空振り,45,3,1,2,2,156,67
2025_03_28_10_11,2025_03_28_10_11_4_1_4_4,4,1,フォーク,135,ボール,46,4,2,2,2,184,34
2025_03_28_10_11,2025_03_28_10_11_4_1_4_5,4,1,スライダー,127,ボール,47,5,3,2,2,159,120
2025_03_28_10_11,2025_03_28_10_11_5_0_1_1,5,0,ストレート,147,ボール,44,1,1,0,1,20,69
2025_03_28_10_11,2025_03_28_10_11_5_0_1_2,5,0,スライダー,127,ボール,45,2,2,0,1,152,125
2025_03_28_10_11,2025_03_28_10_11_5_0_1_3,5,0,ストレート,-,三邪飛,46,3,2,0,1,80,16
2025_03_28_10_11,2025_03_28_10_11_5_0_2_1,5,0,ストレート,148,ボール,47,1,1,0,2,152,108
2025_03_28_10_11,2025_03_28_10_11_5_0_2_2,5,0,ストレート,148,ファウル,48,2,1,1,2,116,49
2025_03_28_10_11,2025_03_28_10_11_5_0_2_3,5,0,スライダー,129,見逃し,49,3,1,2,2,140,112
2025_03_28_10_11,2025_03_28_10_11_5_0_2_4,5,0,フォーク,139,ボール,50,4,2,2,2,158,120
2025_03_28_10_11,2025_03_28_10_11_5_0_2_5,5,0,ストレート,151,ファウル,51,5,2,2,2,99,28
2025_03_28_10_11,2025_03_28_10_11_5_0_2_6,5,0,ストレート,-,三ゴロ,52,6,2,2,2,48,69
2025_03_28_10_11,2025_03_28_10_11_5_0_3_1,5,0,ストレート,151,ボール,53,1,1,0,3,22,15
2025_03_28_10_11,2025_03_28_10_11_5_0_3_2,5,0,ストレート,149,見逃し,54,2,1,1,3,45,33
2025_03_28_10_11,2025_03_28_10_11_5_0_3_3,5,0,ストレート,149,見逃し,55,3,1,2,3,142,99
2025_03_28_10_11,2025_03_28_10_11_5_0_3_4,5,0,ストレート,151,ファウル,56,4,1,2,3,140,65
2025_03_28_10_11,2025_03_28_10_11_5_0_3_5,5,0,ストレート,148,ボール,57,5,2,2,3,153,128
2025_03_28_10_11,2025_03_28_10_11_5_0_3_6,5,0,チェンジアップ,125,ファウル,58,6,2,2,3,149,75
2025_03_28_10_11,2025_03_28_10_11_5_0_3_7,5,0,スライダー,133,中飛,59,7,2,2,3,155,80
2025_03_28_10_11,2025_03_28_10_11_5_1_1_1,5,1,カットボール,138,見逃し,49,1,0,1,1,134,74
2025_03_28_10_11,2025_03_28_10_11_5_1_1_2,5,1,ストレート,144,ファウル,50,2,0,2,1,151,47
2025_03_28_10_11,2025_03_28_10_11_5_1_1_3,5,1,ストレート,145,ファウル,51,3,0,2,1,114,68
2025_03_28_10_11,2025_03_28_10_11_5_1_1_4,5,1,スライダー,126,ファウル,52,4,0,2,1,85,102
2025_03_28_10_11,2025_03_28_10_11_5_1_1_5,5,1,ストレート,146,ボール,53,5,1,2,1,50,13
2025_03_28_10_11,2025_03_28_10_11_5_1_1_6,5,1,スライダー,-,ファウル,54,6,1,2,1,155,34
2025_03_28_10_11,2025_03_28_10_11_5_1_1_7,5,1,フォーク,136,ボール,55,7,2,2,1,161,28
2025_03_28_10_11,2025_03_28_10_11_5_1_1_8,5,1,ストレート,147,ボール,56,8,3,2,1,154,9
2025_03_28_10_11,2025_03_28_10_11_5_1_1_9,5,1,カットボール,138,ファウル,57,9,3,2,1,124,49
2025_03_28_10_11,2025_03_28_10_11_5_1_1_10,5,1,カーブ,123,見三振,58,10,3,2,1,40,94
2025_03_28_10_11,2025_03_28_10_11_5_1_2_1,5,1,カーブ,121,見逃し,59,1,0,1,2,125,25
2025_03_28_10_11,2025_03_28_10_11_5_1_2_2,5,1,チェンジアップ,135,ボール,60,2,1,1,2,155,108
2025_03_28_10_11,2025_03_28_10_11_5_1_2_3,5,1,ストレート,-,左飛,61,3,1,1,2,44,88
2025_03_28_10_11,2025_03_28_10_11_5_1_3_1,5,1,ストレート,145,見逃し,62,1,0,1,3,46,72
2025_03_28_10_11,2025_03_28_10_11_5_1_3_2,5,1,ストレート,-,遊ゴロ,63,2,0,1,3,129,104
2025_03_28_10_11,2025_03_28_10_11_6_0_1_1,6,0,ストレート,146,一飛,60,1,0,0,1,90,107
2025_03_28_10_11,2025_03_28_10_11_6_0_2_1,6,0,ストレート,147,見逃し,61,1,0,1,2,125,104
2025_03_28_10_11,2025_03_28_10_11_6_0_2_2,6,0,ストレート,147,見逃し,62,2,0,2,2,142,93
2025_03_28_10_11,2025_03_28_10_11_6_0_2_3,6,0,ストレート,146,ボール,63,3,1,2,2,139,119
2025_03_28_10_11,2025_03_28_10_11_6_0_2_4,6,0,ストレート,147,ファウル,64,4,1,2,2,56,17
2025_03_28_10_11,2025_03_28_10_11_6_0_2_5,6,0,ストレート,146,遊ゴロ,65,5,1,2,2,95,58
2025_03_28_10_11,2025_03_28_10_11_6_0_3_1,6,0,スライダー,124,ボール,66,1,1,0,3,152,120
2025_03_28_10_11,2025_03_28_10_11_6_0_3_2,6,0,ストレート,146,空振り,67,2,1,1,3,140,102
2025_03_28_10_11,2025_03_28_10_11_6_0_3_3,6,0,スライダー,129,空振り,68,3,1,2,3,133,117
2025_03_28_10_11,2025_03_28_10_11_6_0_3_4,6,0,フォーク,137,ボール,69,4,2,2,3,159,120
2025_03_28_10_11,2025_03_28_10_11_6_0_3_5,6,0,スライダー,130,ファウル,70,5,2,2,3,120,96
2025_03_28_10_11,2025_03_28_10_11_6_0_3_6,6,0,チェンジアップ,123,ボール,71,6,3,2,3,155,12
2025_03_28_10_11,2025_03_28_10_11_6_0_3_7,6,0,ストレート,148,見三振,72,7,3,2,3,111,116
2025_03_28_10_11,2025_03_28_10_11_6_1_1_1,6,1,ストレート,143,見逃し,64,1,0,1,1,61,107
2025_03_28_10_11,2025_03_28_10_11_6_1_1_2,6,1,スライダー,-,ファウル,65,2,0,2,1,79,117
2025_03_28_10_11,2025_03_28_10_11_6_1_1_3,6,1,ストレート,143,ボール,66,3,1,2,1,-10,42
2025_03_28_10_11,2025_03_28_10_11_6_1_1_4,6,1,ストレート,145,ボール,67,4,2,2,1,12,103
2025_03_28_10_11,2025_03_28_10_11_6_1_1_5,6,1,ストレート,145,ファウル,68,5,2,2,1,49,20
2025_03_28_10_11,2025_03_28_10_11_6_1_1_6,6,1,スライダー,124,右飛,69,6,2,2,1,85,72
2025_03_28_10_11,2025_03_28_10_11_6_1_2_1,6,1,カットボール,135,見逃し,70,1,0,1,2,89,44
2025_03_28_10_11,2025_03_28_10_11_6_1_2_2,6,1,ストレート,145,右飛,71,2,0,1,2,23,33
2025_03_28_10_11,2025_03_28_10_11_6_1_3_1,6,1,カットボール,136,ボール,72,1,1,0,3,76,16
2025_03_28_10_11,2025_03_28_10_11_6_1_3_2,6,1,チェンジアップ,134,ボール,73,2,2,0,3,156,124
2025_03_28_10_11,2025_03_28_10_11_6_1_3_3,6,1,チェンジアップ,131,見逃し,74,3,2,1,3,58,69
2025_03_28_10_11,2025_03_28_10_11_6_1_3_4,6,1,カットボール,136,空振り,75,4,2,2,3,38,99
2025_03_28_10_11,2025_03_28_10_11_6_1_3_5,6,1,ストレート,144,一邪飛,76,5,2,2,3,20,38
2025_03_28_10_11,2025_03_28_10_11_7_0_1_1,7,0,ストレート,144,見逃し,73,1,0,1,1,41,103
2025_03_28_10_11,2025_03_28_10_11_7_0_1_2,7,0,フォーク,133,ボール,74,2,1,1,1,154,108
2025_03_28_10_11,2025_03_28_10_11_7_0_1_3,7,0,ストレート,-,二ゴロ,75,3,1,1,1,39,69
2025_03_28_10_11,2025_03_28_10_11_7_0_2_1,7,0,ストレート,146,空振り,76,1,0,1,2,142,85
2025_03_28_10_11,2025_03_28_10_11_7_0_2_2,7,0,ストレート,145,ファウル,77,2,0,2,2,90,58
2025_03_28_10_11,2025_03_28_10_11_7_0_2_3,7,0,ストレート,148,ボール,78,3,1,2,2,125,117
2025_03_28_10_11,2025_03_28_10_11_7_0_2_4,7,0,スライダー,129,二ゴロ,79,4,1,2,2,152,104
2025_03_28_10_11,2025_03_28_10_11_7_0_3_1,7,0,ストレート,147,見逃し,80,1,0,1,3,40,85
2025_03_28_10_11,2025_03_28_10_11_7_0_3_2,7,0,ストレート,147,ボール,81,2,1,1,3,151,124
2025_03_28_10_11,2025_03_28_10_11_7_0_3_3,7,0,ストレート,146,ファウル,82,3,1,2,3,27,35
2025_03_28_10_11,2025_03_28_10_11_7_0_3_4,7,0,フォーク,137,ボール,83,4,2,2,3,155,132
2025_03_28_10_11,2025_03_28_10_11_7_0_3_5,7,0,スライダー,129,遊ゴロ,84,5,2,2,3,51,107
2025_03_28_10_11,2025_03_28_10_11_7_1_1_1,7,1,ストレート,147,ボール,1,1,1,0,0,21,126
2025_03_28_10_11,2025_03_28_10_11_7_1_1_2,7,1,ストレート,148,ボール,2,2,2,0,0,156,37
2025_03_28_10_11,2025_03_28_10_11_7_1_1_3,7,1,ストレート,148,ボール,3,3,3,0,0,24,32
2025_03_28_10_11,2025_03_28_10_11_7_1_1_4,7,1,ストレート,146,見逃し,4,4,3,1,0,75,69
2025_03_28_10_11,2025_03_28_10_11_7_1_1_5,7,1,ストレート,147,ファウル,5,5,3,2,0,107,77
2025_03_28_10_11,2025_03_28_10_11_7_1_1_6,7,1,ストレート,149,ファウル,6,6,3,2,0,27,100
2025_03_28_10_11,2025_03_28_10_11_7_1_1_7,7,1,ストレート,148,ファウル,7,7,3,2,0,36,114
2025_03_28_10_11,2025_03_28_10_11_7_1_1_8,7,1,ストレート,150,ファウル,8,8,3,2,0,26,36
2025_03_28_10_11,2025_03_28_10_11_7_1_1_9,7,1,ストレート,143,ファウル,9,9,3,2,0,96,17
2025_03_28_10_11,2025_03_28_10_11_7_1_1_10,7,1,ストレート,151,中安,10,10,3,2,0,40,32
2025_03_28_10_11,2025_03_28_10_11_7_1_2_1,7,1,ストレート,144,一犠打,11,1,0,0,1,22,107
2025_03_28_10_11,2025_03_28_10_11_7_1_3_1,7,1,ストレート,149,見逃し,12,1,0,1,2,76,33
2025_03_28_10_11,2025_03_28_10_11_7_1_3_2,7,1,フォーク,134,ファウル,13,2,0,2,2,126,72
2025_03_28_10_11,2025_03_28_10_11_7_1_3_3,7,1,フォーク,135,ボール,14,3,1,2,2,156,29
2025_03_28_10_11,2025_03_28_10_11_7_1_3_4,7,1,ストレート,151,見三振,15,4,1,2,2,113,40
2025_03_28_10_11,2025_03_28_10_11_7_1_4_1,7,1,カットボール,141,ボール,16,1,1,0,2,134,16
2025_03_28_10_11,2025_03_28_10_11_7_1_4_2,7,1,カットボール,140,ボール,17,2,2,0,2,27,12
2025_03_28_10_11,2025_03_28_10_11_7_1_4_3,7,1,カットボール,140,見逃し,18,3,2,1,2,49,22
2025_03_28_10_11,2025_03_28_10_11_7_1_4_4,7,1,ストレート,150,ボール,19,4,3,1,2,44,119
2025_03_28_10_11,2025_03_28_10_11_7_1_4_5,7,1,フォーク,135,見逃し,20,5,3,2,2,45,70
2025_03_28_10_11,2025_03_28_10_11_7_1_4_6,7,1,ストレート,152,ファウル,21,6,3,2,2,92,105
2025_03_28_10_11,2025_03_28_10_11_7_1_4_7,7,1,ストレート,152,ファウル,22,7,3,2,2,118,20
2025_03_28_10_11,2025_03_28_10_11_7_1_4_8,7,1,ストレート,150,ファウル,23,8,3,2,2,120,115
2025_03_28_10_11,2025_03_28_10_11_7_1_4_9,7,1,フォーク,138,四球,24,9,3,2,2,154,120
2025_03_28_10_11,2025_03_28_10_11_7_1_5_1,7,1,チェンジアップ,134,ボール,1,1,1,0,3,128,120
2025_03_28_10_11,2025_03_28_10_11_7_1_5_2,7,1,ストレート,149,ボール,2,2,2,0,3,49,126
2025_03_28_10_11,2025_03_28_10_11_7_1_5_3,7,1,ストレート,150,空振り,3,3,2,1,3,49,105
2025_03_28_10_11,2025_03_28_10_11_7_1_5_4,7,1,ストレート,152,空振り,4,4,2,2,3,24,40
2025_03_28_10_11,2025_03_28_10_11_7_1_5_5,7,1,チェンジアップ,139,ファウル,5,5,2,2,3,150,118
2025_03_28_10_11,2025_03_28_10_11_7_1_5_6,7,1,ストレート,152,ボール,6,6,3,2,3,16,9
2025_03_28_10_11,2025_03_28_10_11_7_1_5_7,7,1,ストレート,152,中飛,7,7,3,2,3,133,73
2025_03_28_10_11,2025_03_28_10_11_8_0_1_1,8,0,ストレート,145,見逃し,85,1,0,1,0,81,99
2025_03_28_10_11,2025_03_28_10_11_8_0_1_2,8,0,ストレート,145,ボール,86,2,1,1,0,132,118
2025_03_28_10_11,2025_03_28_10_11_8_0_1_3,8,0,ストレート,144,一安,87,3,1,1,0,124,78
2025_03_28_10_11,2025_03_28_10_11_8_0_2_1,8,0,スライダー,128,見逃し,88,1,0,1,1,106,108
2025_03_28_10_11,2025_03_28_10_11_8_0_2_2,8,0,ストレート,144,遊飛,89,2,0,1,1,84,90
2025_03_28_10_11,2025_03_28_10_11_8_0_3_1,8,0,フォーク,131,空振り,90,1,0,1,1,151,98
2025_03_28_10_11,2025_03_28_10_11_8_0_3_2,8,0,ストレート,143,右安,91,2,0,1,1,40,65
2025_03_28_10_11,2025_03_28_10_11_8_0_4_1,8,0,スライダー,129,見逃し,92,1,0,1,2,141,107
2025_03_28_10_11,2025_03_28_10_11_8_0_4_2,8,0,フォーク,134,ボール,93,2,1,1,2,161,114
2025_03_28_10_11,2025_03_28_10_11_8_0_4_3,8,0,ストレート,145,ファウル,94,3,1,2,2,100,35
2025_03_28_10_11,2025_03_28_10_11_8_0_4_4,8,0,フォーク,133,右犠飛,95,4,1,2,2,155,30
2025_03_28_10_11,2025_03_28_10_11_8_0_5_1,8,0,ストレート,146,見逃し,96,1,0,1,3,132,104
2025_03_28_10_11,2025_03_28_10_11_8_0_5_2,8,0,ストレート,146,見逃し,97,2,0,2,3,121,112
2025_03_28_10_11,2025_03_28_10_11_8_0_5_3,8,0,スライダー,128,空三振,98,3,0,2,3,88,100
2025_03_28_10_11,2025_03_28_10_11_8_1_1_1,8,1,カットボール,142,ボール,1,1,1,0,1,21,33
2025_03_28_10_11,2025_03_28_10_11_8_1_1_2,8,1,ストレート,146,左飛,2,2,1,0,1,92,59
2025_03_28_10_11,2025_03_28_10_11_8_1_2_1,8,1,ストレート,149,ファウル,3,1,0,1,1,28,44
2025_03_28_10_11,2025_03_28_10_11_8_1_2_2,8,1,フォーク,140,ボール,4,2,1,1,1,152,40
2025_03_28_10_11,2025_03_28_10_11_8_1_2_3,8,1,フォーク,138,ボール,5,3,2,1,1,90,127
2025_03_28_10_11,2025_03_28_10_11_8_1_2_4,8,1,ストレート,152,空振り,6,4,2,2,1,124,96
2025_03_28_10_11,2025_03_28_10_11_8_1_2_5,8,1,ストレート,153,ファウル,7,5,2,2,1,58,100
2025_03_28_10_11,2025_03_28_10_11_8_1_2_6,8,1,ストレート,154,ボール,8,6,3,2,1,16,105
2025_03_28_10_11,2025_03_28_10_11_8_1_2_7,8,1,ストレート,-,右安,9,7,3,2,1,113,60
2025_03_28_10_11,2025_03_28_10_11_8_1_3_1,8,1,ストレート,153,見逃し,10,1,0,1,2,129,29
2025_03_28_10_11,2025_03_28_10_11_8_1_3_2,8,1,ストレート,153,見逃し,11,2,0,2,2,124,25
2025_03_28_10_11,2025_03_28_10_11_8_1_3_3,8,1,ストレート,153,ボール,12,3,1,2,2,135,6
2025_03_28_10_11,2025_03_28_10_11_8_1_3_4,8,1,ストレート,150,右飛,13,4,1,2,2,113,108
2025_03_28_10_11,2025_03_28_10_11_8_1_4_1,8,1,ストレート,153,右安,14,1,0,0,2,41,34
2025_03_28_10_11,2025_03_28_10_11_8_1_5_1,8,1,カットボール,144,中飛,15,1,0,0,3,148,68
2025_03_28_10_11,2025_03_28_10_11_9_0_1_1,9,0,ツーシーム,153,ボール,1,1,1,0,0,152,16
2025_03_28_10_11,2025_03_28_10_11_9_0_1_2,9,0,ツーシーム,154,見逃し,2,2,1,1,0,40,38
2025_03_28_10_11,2025_03_28_10_11_9_0_1_3,9,0,ツーシーム,154,ファウル,3,3,1,2,0,95,104
2025_03_28_10_11,2025_03_28_10_11_9_0_1_4,9,0,スライダー,-,左２,4,4,1,2,0,78,28
2025_03_28_10_11,2025_03_28_10_11_9_0_2_1,9,0,チェンジアップ,142,ボール,5,1,1,0,1,90,8
2025_03_28_10_11,2025_03_28_10_11_9_0_2_2,9,0,ストレート,151,ファウル,6,2,1,1,1,106,70
2025_03_28_10_11,2025_03_28_10_11_9_0_2_3,9,0,ストレート,-,ファウル,7,3,1,2,1,81,102
2025_03_28_10_11,2025_03_28_10_11_9_0_2_4,9,0,チェンジアップ,145,ボール,8,4,2,2,1,155,123
2025_03_28_10_11,2025_03_28_10_11_9_0_2_5,9,0,ストレート,-,二ゴロ,9,5,2,2,1,115,16
2025_03_28_10_11,2025_03_28_10_11_9_0_3_1,9,0,チェンジアップ,-,右安,10,1,0,0,1,89,107
2025_03_28_10_11,2025_03_28_10_11_9_0_4_1,9,0,ツーシーム,-,中安,11,1,0,0,1,93,96
2025_03_28_10_11,2025_03_28_10_11_9_0_5_1,9,0,ストレート,155,空振り,12,1,0,1,2,60,34
2025_03_28_10_11,2025_03_28_10_11_9_0_5_2,9,0,ストレート,156,ファウル,13,2,0,2,2,44,44
2025_03_28_10_11,2025_03_28_10_11_9_0_5_3,9,0,ストレート,156,ボール,14,3,1,2,2,54,134
2025_03_28_10_11,2025_03_28_10_11_9_0_5_4,9,0,ストレート,155,ボール,15,4,2,2,2,157,12
2025_03_28_10_11,2025_03_28_10_11_9_0_5_5,9,0,ストレート,156,ボール,16,5,3,2,2,126,13
2025_03_28_10_11,2025_03_28_10_11_9_0_5_6,9,0,チェンジアップ,148,空三振,17,6,3,2,2,155,30
2025_03_28_10_11,2025_03_28_10_11_9_0_6_1,9,0,スライダー,144,見逃し,18,1,0,1,3,81,99
2025_03_28_10_11,2025_03_28_10_11_9_0_6_2,9,0,スライダー,142,ボール,19,2,1,1,3,151,28
2025_03_28_10_11,2025_03_28_10_11_9_0_6_3,9,0,ストレート,156,見逃し,20,3,1,2,3,136,36
2025_03_28_10_11,2025_03_28_10_11_9_0_6_4,9,0,ストレート,156,ファウル,21,4,1,2,3,96,117
2025_03_28_10_11,2025_03_28_10_11_9_0_6_5,9,0,ストレート,156,見三振,22,5,1,2,3,140,27
2025_03_28_10_11,2025_03_28_10_11_9_1_1_1,9,1,ストレート,147,見逃し,1,1,0,1,1,89,24
2025_03_28_10_11,2025_03_28_10_11_9_1_1_2,9,1,スライダー,133,空振り,2,2,0,2,1,158,68
2025_03_28_10_11,2025_03_28_10_11_9_1_1_3,9,1,スライダー,133,空三振,3,3,0,2,1,160,42
2025_03_28_10_11,2025_03_28_10_11_9_1_2_1,9,1,ストレート,-,三安,4,1,0,0,1,29,32
2025_03_28_10_11,2025_03_28_10_11_9_1_3_1,9,1,ストレート,145,ファウル,5,1,0,1,2,20,40
2025_03_28_10_11,2025_03_28_10_11_9_1_3_2,9,1,ストレート,147,投犠打,6,2,0,1,2,25,14
2025_03_28_10_11,2025_03_28_10_11_9_1_4_1,9,1,ストレート,149,ボール,7,1,1,0,2,18,98
2025_03_28_10_11,2025_03_28_10_11_9_1_4_2,9,1,ストレート,148,中２,8,2,1,0,2,126,73
2025_03_28_7_9,2025_03_28_7_9_1_0_1_1,1,0,ストレート,150,ボール,1,1,1,0,1,-3,131
2025_03_28_7_9,2025_03_28_7_9_1_0_1_2,1,0,ストレート,145,右飛,2,2,1,0,1,24,40
2025_03_28_7_9,2025_03_28_7_9_1_0_2_1,1,0,ツーシーム,-,一ゴロ,3,1,0,0,2,46,108
2025_03_28_7_9,2025_03_28_7_9_1_0_3_1,1,0,ストレート,149,ボール,4,1,1,0,3,16,124
2025_03_28_7_9,2025_03_28_7_9_1_0_3_2,1,0,ストレート,147,見逃し,5,2,1,1,3,59,113
2025_03_28_7_9,2025_03_28_7_9_1_0_3_3,1,0,カットボール,144,ファウル,6,3,1,2,3,40,48
2025_03_28_7_9,2025_03_28_7_9_1_0_3_4,1,0,チェンジアップ,-,二ゴロ,7,4,1,2,3,138,115
2025_03_28_7_9,2025_03_28_7_9_1_1_1_1,1,1,ストレート,-,見逃し,1,1,0,1,0,36,112
2025_03_28_7_9,2025_03_28_7_9_1_1_1_2,1,1,フォーク,134,ファウル,2,2,0,2,0,136,44
2025_03_28_7_9,2025_03_28_7_9_1_1_1_3,1,1,スライダー,129,ボール,3,3,1,2,0,155,130
2025_03_28_7_9,2025_03_28_7_9_1_1_1_4,1,1,フォーク,-,右２,4,4,1,2,0,104,34
2025_03_28_7_9,2025_03_28_7_9_1_1_2_1,1,1,ストレート,145,見逃し,5,1,0,1,1,134,108
2025_03_28_7_9,2025_03_28_7_9_1_1_2_2,1,1,ストレート,144,見逃し,6,2,0,2,1,85,109
2025_03_28_7_9,2025_03_28_7_9_1_1_2_3,1,1,カットボール,137,ボール,7,3,1,2,1,168,132
2025_03_28_7_9,2025_03_28_7_9_1_1_2_4,1,1,ストレート,-,見三振,8,4,1,2,1,130,105
2025_03_28_7_9,2025_03_28_7_9_1_1_3_1,1,1,ストレート,-,遊ゴロ,9,1,0,0,2,38,77
2025_03_28_7_9,2025_03_28_7_9_1_1_4_1,1,1,チェンジアップ,133,空振り,10,1,0,1,3,162,47
2025_03_28_7_9,2025_03_28_7_9_1_1_4_2,1,1,ストレート,-,右飛,11,2,0,1,3,61,80
2025_03_28_7_9,2025_03_28_7_9_2_0_1_1,2,0,ツーシーム,145,ボール,8,1,1,0,1,22,125
2025_03_28_7_9,2025_03_28_7_9_2_0_1_2,2,0,カットボール,143,ファウル,9,2,1,1,1,34,16
2025_03_28_7_9,2025_03_28_7_9_2_0_1_3,2,0,カットボール,143,ボール,10,3,2,1,1,72,16
2025_03_28_7_9,2025_03_28_7_9_2_0_1_4,2,0,カットボール,143,右飛,11,4,2,1,1,25,20
2025_03_28_1_5,2025_03_28_1_5_1_0_1_1,1,0,ストレート,146,ファウル,1,1,0,1,1,75,84
2025_03_28_1_5,2025_03_28_1_5_1_0_1_2,1,0,スライダー,128,一ゴロ,2,2,0,1,1,101,55
2025_03_28_1_5,2025_03_28_1_5_1_0_2_1,1,0,ストレート,146,二ゴロ,3,1,0,0,2,87,32
2025_03_28_1_5,2025_03_28_1_5_1_0_3_1,1,0,スライダー,131,ボール,4,1,1,0,3,172,10
2025_03_28_1_5,2025_03_28_1_5_1_0_3_2,1,0,ストレート,146,見逃し,5,2,1,1,3,124,88
2025_03_28_1_5,2025_03_28_1_5_1_0_3_3,1,0,スライダー,129,左飛,6,3,1,1,3,45,110
2025_03_28_1_5,2025_03_28_1_5_1_1_1_1,1,1,ストレート,149,ボール,1,1,1,0,0,152,72
2025_03_28_1_5,2025_03_28_1_5_1_1_1_2,1,1,スライダー,130,空振り,2,2,1,1,0,133,28
2025_03_28_1_5,2025_03_28_1_5_1_1_1_3,1,1,スライダー,132,空振り,3,3,1,2,0,92,15
2025_03_28_1_5,2025_03_28_1_5_1_1_1_4,1,1,ストレート,151,中安,4,4,1,2,0,111,28
2025_03_28_1_5,2025_03_28_1_5_1_1_2_1,1,1,ストレート,149,右２,5,1,0,0,0,49,99
2025_03_28_1_5,2025_03_28_1_5_1_1_3_1,1,1,カーブ,-,ボール,6,1,1,0,1,54,130
2025_03_28_1_5,2025_03_28_1_5_1_1_3_2,1,1,フォーク,138,見逃し,7,2,1,1,1,50,79
2025_03_28_1_5,2025_03_28_1_5_1_1_3_3,1,1,ストレート,150,ボール,8,3,2,1,1,19,117
2025_03_28_1_5,2025_03_28_1_5_1_1_3_4,1,1,フォーク,141,空振り,9,4,2,2,1,160,76
2025_03_28_1_5,2025_03_28_1_5_1_1_3_5,1,1,ストレート,149,ボール,10,5,3,2,1,17,94
2025_03_28_1_5,2025_03_28_1_5_1_1_3_6,1,1,ストレート,150,一ゴロ,11,6,3,2,1,60,34
2025_03_28_1_5,2025_03_28_1_5_1_1_4_1,1,1,カーブ,125,ボール,12,1,1,0,2,53,121
2025_03_28_1_5,2025_03_28_1_5_1_1_4_2,1,1,カーブ,127,ボール,13,2,2,0,2,94,122
2025_03_28_1_5,2025_03_28_1_5_1_1_4_3,1,1,スライダー,129,三飛,14,3,2,0,2,40,107
2025_03_28_1_5,2025_03_28_1_5_1_1_5_1,1,1,カーブ,126,見逃し,15,1,0,1,3,111,38
2025_03_28_1_5,2025_03_28_1_5_1_1_5_2,1,1,ストレート,149,ファウル,16,2,0,2,3,62,16
2025_03_28_1_5,2025_03_28_1_5_1_1_5_3,1,1,フォーク,142,左飛,17,3,0,2,3,136,54
2025_03_28_1_5,2025_03_28_1_5_2_0_1_1,2,0,スライダー,125,見逃し,7,1,0,1,1,36,102
2025_03_28_1_5,2025_03_28_1_5_2_0_1_2,2,0,ストレート,145,ボール,8,2,1,1,1,100,120
2025_03_28_1_5,2025_03_28_1_5_2_0_1_3,2,0,ストレート,144,空振り,9,3,1,2,1,87,93
2025_03_28_1_5,2025_03_28_1_5_2_0_1_4,2,0,ストレート,147,ファウル,10,4,1,2,1,100,83
2025_03_28_1_5,2025_03_28_1_5_2_0_1_5,2,0,ストレート,146,ファウル,11,5,1,2,1,136,88
2025_03_28_1_5,2025_03_28_1_5_2_0_1_6,2,0,ストレート,147,ボール,12,6,2,2,1,44,122
2025_03_28_1_5,2025_03_28_1_5_2_0_1_7,2,0,フォーク,135,空三振,13,7,2,2,1,142,54
2025_03_28_1_5,2025_03_28_1_5_2_0_2_1,2,0,フォーク,134,空振り,14,1,0,1,2,109,80
2025_03_28_1_5,2025_03_28_1_5_2_0_2_2,2,0,ストレート,146,ファウル,15,2,0,2,2,74,110
2025_03_28_1_5,2025_03_28_1_5_2_0_2_3,2,0,フォーク,134,ファウル,16,3,0,2,2,76,93
2025_03_28_1_5,2025_03_28_1_5_2_0_2_4,2,0,フォーク,134,ボール,17,4,1,2,2,173,72
2025_03_28_1_5,2025_03_28_1_5_2_0_2_5,2,0,スライダー,131,ボール,18,5,2,2,2,140,15
2025_03_28_1_5,2025_03_28_1_5_2_0_2_6,2,0,ストレート,148,二ゴロ,19,6,2,2,2,119,20
2025_03_28_1_5,2025_03_28_1_5_2_0_3_1,2,0,ストレート,147,ボール,20,1,1,0,3,21,12
2025_03_28_1_5,2025_03_28_1_5_2_0_3_2,2,0,ストレート,146,遊飛,21,2,1,0,3,111,34
2025_03_28_1_5,2025_03_28_1_5_2_1_1_1,2,1,ストレート,147,見逃し,18,1,0,1,1,72,36
2025_03_28_1_5,2025_03_28_1_5_2_1_1_2,2,1,カーブ,125,空振り,19,2,0,2,1,155,32
2025_03_28_1_5,2025_03_28_1_5_2_1_1_3,2,1,スライダー,133,ファウル,20,3,0,2,1,120,32
2025_03_28_1_5,2025_03_28_1_5_2_1_1_4,2,1,フォーク,141,ボール,21,4,1,2,1,175,44
2025_03_28_1_5,2025_03_28_1_5_2_1_1_5,2,1,スライダー,133,三ゴロ,22,5,1,2,1,120,54
2025_03_28_1_5,2025_03_28_1_5_2_1_2_1,2,1,ストレート,151,ファウル,23,1,0,1,1,88,40
2025_03_28_1_5,2025_03_28_1_5_2_1_2_2,2,1,ストレート,150,右安,24,2,0,1,1,72,85
